rank,title,developer,version,price_usd,rating,votes,content_rating,category,min_installs,max_installs,updated,rank_change_day,rank_change_week,store_url
259,War 2 Victory,WISTONE ENTERTAINMENT,1.0.21,$0.00 ,4.15,19851,Medium Maturity,Strategy,1000000,5000000,4/22/14,-23,64,https://play.google.com/store/apps/details?id=com.wistone.war2victory.nen
260,Sing! Karaoke by Smule,Smule,1.2.2,$0.00 ,3.86,47656,Low Maturity,Music & Audio,1000000,5000000,2/12/14,7,-5,https://play.google.com/store/apps/details?id=com.smule.singandroid
261,Machinarium,Amanita Design,2.0.15,$2.99 ,4.62,6196,Medium Maturity,Adventure,50000,100000,4/17/14,-122,,https://play.google.com/store/apps/details?id=air.net.machinarium.Machinarium.GP
262,"Chat, Meet People - Moco Chat","JNJ Mobile, Inc",2.6.27,$0.00 ,4.18,125355,Medium Maturity,Social,5000000,10000000,4/2/14,6,-27,https://play.google.com/store/apps/details?id=com.jnj.mocospace.android
263,Devil Maker: Tokyo,Palmple Inc.,1.212.17,$0.00 ,4.14,7333,Low Maturity,Card,100000,500000,4/23/14,6,2,https://play.google.com/store/apps/details?id=com.palmple.glodmkr.google
264,RoboCopâ„¢,Glu,3.0.2,$0.00 ,4.2,536658,Medium Maturity,Action,10000000,50000000,5/9/14,6,32,https://play.google.com/store/apps/details?id=com.glu.robocop
265,DOWNTOWN MAFIA (RPG) - FREE,DYNAMICNEXT,0.3.71,$0.00 ,4.42,13975,Medium Maturity,Role Playing,500000,1000000,5/2/14,-1,69,https://play.google.com/store/apps/details?id=com.dn.games.dtmafia
266,AnastasiaDate,AnastasiaDate Ltd,3.5.0,$0.00 ,4.02,10323,Medium Maturity,Social,1000000,5000000,3/20/14,-13,-27,https://play.google.com/store/apps/details?id=com.itonline.anastasiadate
267,Tiny Monsters,TinyCo,2.4.1,$0.00 ,4.26,80335,Everyone,Casual,1000000,5000000,4/1/14,-25,11,https://play.google.com/store/apps/details?id=com.tinyco.monsters
268,Evernote,Evernote Corporation,Varies with device,$0.00 ,4.65,907901,Low Maturity,Productivity,10000000,50000000,4/30/14,3,-1,https://play.google.com/store/apps/details?id=com.evernote
269,Flutter,Mobage,1.851,$0.00 ,4.2,11220,Everyone,Arcade,100000,500000,5/6/14,47,75,https://play.google.com/store/apps/details?id=com.mobage.ww.a1675.FlutterMobile_Android
270,Jetpack Joyride,Halfbrick Studios,Varies with device,$0.00 ,4.35,1311470,Low Maturity,Arcade,50000000,100000000,2/25/14,7,-18,https://play.google.com/store/apps/details?id=com.halfbrick.jetpackjoyride
271,LINE COOKIE RUN,LINE Corporation,1.0.5,$0.00 ,4.44,1568683,Everyone,Arcade,10000000,50000000,4/17/14,16,69,https://play.google.com/store/apps/details?id=com.linecorp.LGCOOKIE
272,WhitePages,WhitePages,Varies with device,$0.00 ,4.42,26970,Low Maturity,Travel & Local,1000000,5000000,1/28/14,1,-14,https://play.google.com/store/apps/details?id=com.whitepages.search
273,Campus Life,Pocket Gems,1.18.9+g,$0.00 ,3.91,50838,Medium Maturity,Casual,1000000,5000000,10/14/13,9,40,https://play.google.com/store/apps/details?id=com.pocketgems.android.campuslife
274,SpongeBob Moves In,Comedy Central,1.04.00,$3.99 ,3.87,1804,Everyone,Simulation,10000,50000,4/29/14,22,-48,https://play.google.com/store/apps/details?id=com.mtvn.sbmigoogleplay
275,Get Followers On Instagram,NoApostroph3s LLC,1.6.6,$0.00 ,4.38,14446,Everyone,Social,100000,500000,5/9/14,2,-29,https://play.google.com/store/apps/details?id=com.noapostroph3s.getfollowers.instagram
276,NBA General Manager 2014,FROM THE BENCH,1.4.8,$0.00 ,4.11,28477,Low Maturity,Sports,500000,1000000,4/17/14,7,-66,https://play.google.com/store/apps/details?id=com.fromthebenchgames.nbamanager14
277,Lost Bubble - Bubble Shooter,Peak Games,2.3,$0.00 ,4.43,80618,Low Maturity,Arcade,1000000,5000000,4/11/14,-21,-29,https://play.google.com/store/apps/details?id=net.peakgames.lostbubble
278,Flow Free,Big Duck Games LLC,2.6,$0.00 ,4.4,488200,Everyone,Puzzle,50000000,100000000,2/10/14,0,15,https://play.google.com/store/apps/details?id=com.bigduckgames.flow
279,D&D Arena of War,Mobage,6.0.0,$0.00 ,3.8,21229,Medium Maturity,Arcade,1000000,5000000,5/5/14,-22,8,https://play.google.com/store/apps/details?id=com.mobage.ww.a1413.DnD_Android
280,Battle Command!,Spacetime Games,1.0.3,$0.00 ,4.21,44148,Medium Maturity,Strategy,1000000,5000000,4/2/14,4,33,https://play.google.com/store/apps/details?id=sts.bc
281,Legend of Minerva,G-GEE GAMES,1.1.50,$0.00 ,3.85,5108,Medium Maturity,Action,1000000,5000000,2/23/14,-10,19,https://play.google.com/store/apps/details?id=com.ggee.vividruntime.gg_1635
282,RPG IRUNA Online MMORPG,"Asobimo, Inc.",2.2.0E,$0.00 ,4.07,20350,Medium Maturity,Role Playing,500000,1000000,5/6/14,12,32,https://play.google.com/store/apps/details?id=com.asobimo.iruna_en
283,Greed for Glory: Elder Magicks,PerBlue,Varies with device,$0.00 ,4.16,1943,Low Maturity,Strategy,100000,500000,5/2/14,-42,-206,https://play.google.com/store/apps/details?id=com.perblue.greedforglory.em
284,Bakery Storyâ„¢,TeamLava Games,1.5.5.7.8,$0.00 ,4.37,260111,Everyone,Casual,10000000,50000000,10/29/13,12,24,https://play.google.com/store/apps/details?id=com.teamlava.bakerystory
285,Book of Heroes,Venan Entertainment,2.0.4,$0.00 ,4.29,20864,Medium Maturity,Role Playing,500000,1000000,4/4/14,-21,-14,https://play.google.com/store/apps/details?id=com.venan.boh
286,Angry Birds Star Wars II Free,Rovio Mobile Ltd.,1.4.1,$0.00 ,4.31,484521,Low Maturity,Arcade,10000000,50000000,4/7/14,12,27,https://play.google.com/store/apps/details?id=com.rovio.angrybirdsstarwarsii.ads
287,Friendly Fire!,Red Robot Labs,1.37,$0.00 ,4.17,71749,Low Maturity,Arcade,1000000,5000000,4/9/14,-3,19,https://play.google.com/store/apps/details?id=com.redrobot.tanks
288,Battle Beach,Ember Entertainment,1.3.7,$0.00 ,4.4,55850,Low Maturity,Arcade,1000000,5000000,5/5/14,-70,-200,https://play.google.com/store/apps/details?id=com.ember.nationzSD
289,Need for Speedâ„¢ Most Wanted,Electronic Arts Inc,1.0.50,$4.99 ,3.84,17983,Everyone,Racing,500000,1000000,1/13/14,8,31,https://play.google.com/store/apps/details?id=com.ea.games.nfs13_na
290,Noom Weight Loss Coach,Noom Inc.,4.1.2,$0.00 ,4.32,117796,Low Maturity,Health & Fitness,10000000,50000000,5/9/14,13,18,https://play.google.com/store/apps/details?id=com.wsl.noom
291,Cut the Rope 2,ZeptoLab,Varies with device,$0.00 ,4.3,672452,Low Maturity,Puzzle,10000000,50000000,4/9/14,8,34,https://play.google.com/store/apps/details?id=com.zeptolab.ctr2.f2p.google
292,Slots Ozâ„¢ - slot machines,GORDON ROBINSON,1,$0.00 ,4.16,4469,Medium Maturity,Casino,100000,500000,4/9/14,-3,-62,https://play.google.com/store/apps/details?id=com.robinson.slotsoz
293,4 Pics 1 Word,LOTUM,3.7,$0.00 ,4.49,653182,Medium Maturity,Word,10000000,50000000,4/7/14,9,16,https://play.google.com/store/apps/details?id=de.lotum.whatsinthefoto.us
294,The Oregon Trail: Settler,Gameloft,2.5.1,$0.00 ,4.46,212643,Low Maturity,Casual,5000000,10000000,3/26/14,19,69,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftTOHM
295,Photo Editor by Aviary,"Aviary, Inc.",3.3.4,$0.00 ,4.48,801335,Everyone,Photography,50000000,100000000,5/5/14,-12,5,https://play.google.com/store/apps/details?id=com.aviary.android.feather
296,Meow Meow Star Acres,"COLOPL, Inc.",1.0.3,$0.00 ,4.35,38342,Everyone,Educational,500000,1000000,4/20/14,10,47,https://play.google.com/store/apps/details?id=jp.colopl.nyankous
297,Slots Zeus's Way:slot machines,ZENTERTAIN LTD,2.5,$0.00 ,4.28,10670,Medium Maturity,Casino,500000,1000000,4/10/14,12,22,https://play.google.com/store/apps/details?id=com.zentertain.slotszeus
298,Slots Journey 2,Murka Ltd.,1.9,$0.00 ,4.37,21034,Everyone,Casino,100000,500000,5/2/14,5,-15,https://play.google.com/store/apps/details?id=com.murka.slotsjourney2
299,Dream Fish,"DreamWeaver Labs, LLC",Varies with device,$0.00 ,4.36,20466,Everyone,Casual,500000,1000000,5/8/14,19,32,https://play.google.com/store/apps/details?id=com.dreamappstudios.dreamfish
300,NCLEX RN Mastery,Higher Learning Technologies,2.2.1,$19.99 ,4.72,122,Low Maturity,Education,1000,5000,4/4/14,-28,,https://play.google.com/store/apps/details?id=hlt.nursing.com
301,Dungeon Hunter 4,Gameloft,1.6.0m,$0.00 ,4.38,482544,Medium Maturity,Role Playing,5000000,10000000,4/7/14,-3,37,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftD4HM
302,Motor World Car Factory,Mobage,1.464,$0.00 ,4.34,74301,Low Maturity,Racing,1000000,5000000,4/10/14,-1,15,https://play.google.com/store/apps/details?id=com.mobage.ww.a1575.Motor_World_Car_Factory_Android
303,Solitaire Arena,MavenHut Ltd.,1.0.7,$0.00 ,4.32,26288,Everyone,Card,500000,1000000,5/6/14,15,6,https://play.google.com/store/apps/details?id=com.mavenhut.solitaire
304,Restaurant Storyâ„¢,TeamLava Games,1.5.5.7.8,$0.00 ,4.32,268516,Everyone,Casual,10000000,50000000,12/18/13,4,-3,https://play.google.com/store/apps/details?id=com.teamlava.restaurantstory
305,The Gate - Free RTS CCG game,Mobage,1.9,$0.00 ,3.99,15820,Medium Maturity,Action,100000,500000,5/5/14,8,50,https://play.google.com/store/apps/details?id=com.mobage.ww.a.HellInvaders_Android
306,Chicken Boy,Funtomic,1.3.1,$0.00 ,4.11,28544,Everyone,Action,1000000,5000000,5/5/14,-93,,https://play.google.com/store/apps/details?id=com.funtomic.chicken_boy
307,Survivalcraft,Candy Rufus Games,1.24.4.0,$3.99 ,4.39,26849,Low Maturity,Action,500000,1000000,12/27/13,8,25,https://play.google.com/store/apps/details?id=com.candyrufusgames.survivalcraft
308,Big Barn World Social Farming,airG,1.1,$0.00 ,4.32,2420,Medium Maturity,Casual,50000,100000,1/13/14,0,-28,https://play.google.com/store/apps/details?id=com.airgames.bbw
309,GT Racing 2: The Real Car Exp,Gameloft,Varies with device,$0.00 ,4.31,577181,Low Maturity,Racing,10000000,50000000,5/6/14,13,-24,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftRAHM
310,ä¸‰åœ‹å¿—ONLINE,Digital Cloud Limited,1.8,$0.00 ,3.93,1185,Everyone,Puzzle,100000,500000,11/27/13,43,-41,https://play.google.com/store/apps/details?id=com.digitalcloud.gosonline.tc
311,The Tribez & Castlez,GIGL,1.1.0,$0.00 ,4.19,52782,Everyone,Arcade,500000,1000000,5/5/14,-4,17,https://play.google.com/store/apps/details?id=com.gameinsight.thetribezcastlez
312,KakaoTalk: Free Calls & Text,Kakao Corp.,4.4.0,$0.00 ,4.36,1628066,Medium Maturity,Communication,100000000,500000000,4/24/14,-5,-59,https://play.google.com/store/apps/details?id=com.kakao.talk
313,Exchange by TouchDown Key,"NitroDesk, Inc.",7.0.001,$19.99 ,4.42,6184,Everyone,Business,100000,500000,12/14/13,8,-4,https://play.google.com/store/apps/details?id=com.nitrodesk.touchdownpro
314,Sonic Dash,SEGA of America,1.12.0.Go,$0.00 ,4.41,818426,Everyone,Arcade,10000000,50000000,4/23/14,5,14,https://play.google.com/store/apps/details?id=com.sega.sonicdash
315,ëª¬ì__í„° ê¸¸ë“_ìù´ê¸° for Kakao,CJ E&M corp.,1.65,$0.00 ,4.43,1164752,Low Maturity,Role Playing,5000000,10000000,5/7/14,13,67,https://play.google.com/store/apps/details?id=com.cjenm.monster
316,Dropbox,"Dropbox, Inc.",Varies with device,$0.00 ,4.51,655202,Everyone,Productivity,100000000,500000000,4/22/14,5,-19,https://play.google.com/store/apps/details?id=com.dropbox.android
317,Smash Hit,Mediocre,1.2.0,$0.00 ,4.43,1131443,Everyone,Arcade,10000000,50000000,5/5/14,-2,12,https://play.google.com/store/apps/details?id=com.mediocre.smashhit
318,ëª¨ë‘êìù˜ë§ˆë¸” for Kakao,CJ E&M corp.,1.9.19,$0.00 ,4.22,1231382,Everyone,Board,10000000,50000000,5/8/14,24,80,https://play.google.com/store/apps/details?id=com.cjenm.ModooMarbleKakao
319,textPlus Free Text + Calls,textPlus,5.9.6,$0.00 ,4.17,211683,Medium Maturity,Social,10000000,50000000,5/9/14,7,45,https://play.google.com/store/apps/details?id=com.gogii.textplus
320,"Skout - Meet, Chat, Friend",Skout Inc.,4.1.7,$0.00 ,4.15,289130,High Maturity,Social,10000000,50000000,5/9/14,4,-12,https://play.google.com/store/apps/details?id=com.skout.android
321,Modern Combat 4: Zero Hour,Gameloft,Varies with device,$6.99 ,4.43,134151,Medium Maturity,Action,500000,1000000,4/11/14,-3,0,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftM4HM
322,Geocaching,Groundspeak Inc.,Varies with device,$9.99 ,4.24,14401,Low Maturity,Entertainment,100000,500000,3/4/14,12,-9,https://play.google.com/store/apps/details?id=com.groundspeak.geocaching
323,Dice With Buddiesâ„¢,Scopely,Varies with device,$2.99 ,4.46,5438,Medium Maturity,Board,50000,100000,5/7/14,1,5,https://play.google.com/store/apps/details?id=com.withbuddies.dice
324,Disney Hidden Worlds,Disney,2.6.0,$0.00 ,3.84,69795,Everyone,Casual,1000000,5000000,4/16/14,10,33,https://play.google.com/store/apps/details?id=air.com.disney.hiddendisney.goo
325,The Simsâ„¢ 3,Electronic Arts Inc,1.5.21,$6.99 ,3.38,14247,Medium Maturity,Simulation,100000,500000,1/13/14,12,33,https://play.google.com/store/apps/details?id=com.eamobile.sims3_na_qwf
326,PBAÂ® Bowling Challenge,"Concrete Software, Inc.",1.10.1,$0.00 ,4.45,123177,Everyone,Sports,5000000,10000000,3/25/14,6,24,https://play.google.com/store/apps/details?id=com.concretesoftware.pbachallenge_androidmarket
327,Dragon Era - Slots Card RPG,Playmage,2.0.5,$0.00 ,4.08,4522,Medium Maturity,Role Playing,100000,500000,5/6/14,-21,-11,https://play.google.com/store/apps/details?id=com.playmage.dragonera
328,Nova Launcher Prime,TeslaCoil Software,1.1,$4.00 ,4.77,76059,Everyone,Personalization,500000,1000000,8/17/13,-15,-27,https://play.google.com/store/apps/details?id=com.teslacoilsw.launcher.prime
329,Terraria.,505 Games Srl,1.1.92,$4.99 ,4.39,19402,Low Maturity,Adventure,100000,500000,3/22/14,3,21,https://play.google.com/store/apps/details?id=com.and.games505.TerrariaPaid
330,Episode - Choose Your Story,Episode Interactive,1.25.0+g,$0.00 ,4.01,61410,Medium Maturity,Simulation,1000000,5000000,5/5/14,12,-10,https://play.google.com/store/apps/details?id=com.episodeinteractive.android.catalog
331,Monster Match,Mobage,2.5.2.4.1,$0.00 ,4.23,23613,Low Maturity,Puzzle,1000000,5000000,5/1/14,63,46,https://play.google.com/store/apps/details?id=com.mobage.ww.a1431.Puzzles_Android
332,Badoo - Meet New People,Badoo,Varies with device,$0.00 ,4.47,1076965,High Maturity,Social,10000000,50000000,5/7/14,1,-35,https://play.google.com/store/apps/details?id=com.badoo.mobile
333,Odd Socks,Oak Games Ltd,1.2.4,$0.00 ,4.26,20595,Everyone,Family,500000,1000000,3/19/14,4,-4,https://play.google.com/store/apps/details?id=air.com.oak.OddSocksMob
334,Village Life: Love & Babies,Playdemic,1.911,$0.00 ,4.2,10806,Everyone,Adventure,100000,500000,5/8/14,11,4,https://play.google.com/store/apps/details?id=com.playdemic.villagelife.android
335,Slots Bash - Free Casino,BitRhymes Inc,1.10.1,$0.00 ,4.07,8094,Medium Maturity,Casino,500000,1000000,4/18/14,1,6,https://play.google.com/store/apps/details?id=air.com.bitrhymes.slotsbash.android
336,Words of Wonder,Disney,1.2.0,$0.00 ,3.94,26009,Low Maturity,Word,1000000,5000000,2/26/14,-4,8,https://play.google.com/store/apps/details?id=com.disney.wordsofwonder_goo
337,Slots Paradiseâ„¢,"International Games System Co., Ltd.",1.2.9,$0.00 ,4.31,12029,Medium Maturity,Casino,100000,500000,4/18/14,-1,-55,https://play.google.com/store/apps/details?id=com.igs.slotsparadise
338,NBA 2K14,"2K Games, Inc.",1,$2.99 ,4.18,4323,Everyone,Sports,10000,50000,3/26/14,6,58,https://play.google.com/store/apps/details?id=com.t2ksports.nba2k14google
339,Reign of Summoners 2014,Free Card Games,3,$0.00 ,3.86,1607,Medium Maturity,Card,100000,500000,4/11/14,-11,28,https://play.google.com/store/apps/details?id=com.titan.fcard2014
340,Poweramp Full Version Unlocker,Max MP,2-build-26,$3.99 ,4.67,94110,Everyone,Music & Audio,1000000,5000000,1/8/14,3,-8,https://play.google.com/store/apps/details?id=com.maxmpz.audioplayer.unlock
341,Torque Pro (OBD 2 & Car),Ian Hawkins,1.8.32,$4.95 ,4.69,23042,Low Maturity,Communication,100000,500000,5/6/14,6,2,https://play.google.com/store/apps/details?id=org.prowl.torque
342,Treasure Diving,Play Today,1.97,$0.00 ,4.64,95526,Everyone,Adventure,1000000,5000000,4/30/14,15,28,https://play.google.com/store/apps/details?id=com.goplaytoday.divers
343,Dark Avenger,GAMEVIL Inc.,1.3.2,$0.00 ,4.49,355553,Medium Maturity,Role Playing,5000000,10000000,5/6/14,-6,-61,https://play.google.com/store/apps/details?id=com.gamevil.doz.global
344,Disco Zoo,NimbleBit LLC,1.1.1,$0.00 ,4.48,39950,Everyone,Casual,100000,500000,4/22/14,11,19,https://play.google.com/store/apps/details?id=com.nimblebit.discozoo
345,Plex for Android,"Plex, Inc.",3.2.15.129,$4.99 ,4.36,15328,Low Maturity,Media & Video,100000,500000,4/30/14,1,-1,https://play.google.com/store/apps/details?id=com.plexapp.android
346,Slots Social Casino,Playport,1.7.52,$0.00 ,4.05,57480,Medium Maturity,Casino,5000000,10000000,5/3/14,10,65,https://play.google.com/store/apps/details?id=net.imcjapan.android.casino
347,Spy Wars,Hothead Games,1.0.5,$0.00 ,4.19,17622,Low Maturity,Strategy,100000,500000,5/9/14,5,-98,https://play.google.com/store/apps/details?id=com.hotheadgames.google.free.spywars
348,Casino Xâ„¢ - FREE NEW SLOTS,Item Box Games,1.37,$0.00 ,4.2,4517,Medium Maturity,Casino,500000,1000000,5/9/14,1,-46,https://play.google.com/store/apps/details?id=itembox.crayfish.x
349,PicsArt - Photo Studio,PicsArt,Varies with device,$0.00 ,4.53,2055489,Medium Maturity,Photography,100000000,500000000,4/25/14,-26,-81,https://play.google.com/store/apps/details?id=com.picsart.studio
350,Nitro Nation,Creative Mobile Games,3.1.4,$0.00 ,4.04,47819,Low Maturity,Racing,1000000,5000000,4/24/14,9,49,https://play.google.com/store/apps/details?id=com.creativemobile.nno
351,Udemy,Udemy,1.2,$0.00 ,4.31,7559,Low Maturity,Education,100000,500000,4/10/14,12,,https://play.google.com/store/apps/details?id=com.udemy.android
352,Jewels Saga,Words Mobile,1.2.1,$0.00 ,4.48,316192,Everyone,Arcade,10000000,50000000,12/23/13,-2,-60,https://play.google.com/store/apps/details?id=com.smilerlee.jewels
353,GolfLogix #1 Free Golf GPS App,GolfLogix Golf GPS,7.3,$0.00 ,3.99,7117,Low Maturity,Sports,1000000,5000000,3/3/14,8,-80,https://play.google.com/store/apps/details?id=com.golflogix.ui
354,Forces of War,Uken Games,Varies with device,$0.00 ,4.43,20804,Medium Maturity,Role Playing,1000000,5000000,4/28/14,-44,-139,https://play.google.com/store/apps/details?id=com.uken.android.forcesofwar
355,ç¥_é_”ä_‹å¡”,Mad Head Limited,5.05,$0.00 ,4.4,451586,Low Maturity,Puzzle,5000000,10000000,4/28/14,3,60,https://play.google.com/store/apps/details?id=com.madhead.tos.zh
356,Vonage MobileÂ® Call Video Text,Vonage,2.5,$0.00 ,4.15,18021,Low Maturity,Communication,1000000,5000000,4/22/14,-1,-44,https://play.google.com/store/apps/details?id=com.vonage.TimeToCall
357,Top Farm,Vostu,Varies with device,$0.00 ,4.13,48125,Everyone,Simulation,1000000,5000000,4/8/14,4,-51,https://play.google.com/store/apps/details?id=com.vostu.minifazenda2
358,Lies Of Astaroth,iFree Studio Limited,1.3.93,$0.00 ,4.01,5269,Medium Maturity,Card,100000,500000,4/29/14,-10,,https://play.google.com/store/apps/details?id=air.com.ifree.cardEN
359,VSCO CamÂ®,Visual Supply Co,2.3.1,$0.00 ,4.27,68652,Low Maturity,Photography,1000000,5000000,5/9/14,-5,,https://play.google.com/store/apps/details?id=com.vsco.cam
360,Fishing Superstars: Season 2,GAMEVIL Inc.,2.2.3,$0.00 ,4.39,198890,Medium Maturity,Sports,10000000,50000000,5/9/14,4,57,https://play.google.com/store/apps/details?id=com.gamevil.fishing.global
361,Shall we date?: Ninja Love+,NTT Solmare Corp.,1.2.0,$0.00 ,4.35,9702,Medium Maturity,Adventure,100000,500000,2/18/14,15,65,https://play.google.com/store/apps/details?id=com.nttsolmare.game.android.nlp
362,Enemy Lines-Real-Time Strategy,"Kiwi, Inc.",Varies with device,$0.00 ,4.35,61862,Medium Maturity,Strategy,1000000,5000000,2/26/14,32,-3,https://play.google.com/store/apps/details?id=com.kiwi.enemylines
363,Star Wars: Tiny Death Star,LucasArts,1.4.1,$0.00 ,3.9,106882,Everyone,Simulation,1000000,5000000,3/17/14,-4,,https://play.google.com/store/apps/details?id=com.lucasarts.tinydeathstar_goo
364,Temple Run 2,Imangi Studios,1.9,$0.00 ,4.37,2391040,Low Maturity,Action,100000000,500000000,4/14/14,5,3,https://play.google.com/store/apps/details?id=com.imangi.templerun2
365,Slots Wheel Deal â€“ free slots,Yazino,2.99.1,$0.00 ,4.24,10788,Medium Maturity,Casino,1000000,5000000,1/20/14,4,42,https://play.google.com/store/apps/details?id=air.com.yazino.android.slots
366,Mad Skills Motocross 2,Turborilla,1.1.0,$0.00 ,3.98,92066,Everyone,Racing,1000000,5000000,5/9/14,6,2,https://play.google.com/store/apps/details?id=com.turborilla.MadSkillsMotocross2
367,Dragon Mania,Gameloft,Varies with device,$0.00 ,4.14,201226,Medium Maturity,Casual,5000000,10000000,4/29/14,-19,-14,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftPDHM
368,Galaxy Empire,tap4fun,1.9.3,$0.00 ,4.04,43804,Low Maturity,Strategy,1000000,5000000,5/6/14,-2,117,https://play.google.com/store/apps/details?id=com.tap4fun.ge
369,Dawn of the Dragons,5th Planet Games,1.2.494,$0.00 ,4.28,11448,Low Maturity,Role Playing,500000,1000000,4/25/14,-25,-15,https://play.google.com/store/apps/details?id=air.com.A5thplanetgames.dotd
370,Growtopia,Robinson Technologies Corporation,1.56,$0.00 ,4.16,48174,Medium Maturity,Adventure,500000,1000000,5/9/14,19,-9,https://play.google.com/store/apps/details?id=com.rtsoft.growtopia
371,Heads Up!,Warner Bros. International Enterprises,1.5,$0.99 ,4.52,6972,Everyone,Word,100000,500000,12/19/13,9,5,https://play.google.com/store/apps/details?id=com.wb.headsup
372,Mobile Security & Antivirus,AVAST Software,3.0.7500,$0.00 ,4.43,1196992,Everyone,Tools,50000000,100000000,4/15/14,7,-27,https://play.google.com/store/apps/details?id=com.avast.android.mobilesecurity
373,AllCast Premium,ClockworkMod,1.0.0.7,$4.99 ,4.22,5273,Everyone,Entertainment,50000,100000,3/4/14,1,4,https://play.google.com/store/apps/details?id=com.koushikdutta.cast.license
374,CONTRACT KILLER 2,Glu,3.0.3,$0.00 ,4.37,308702,Medium Maturity,Action,5000000,10000000,10/27/13,-26,-27,https://play.google.com/store/apps/details?id=com.glu.contractkiller2
375,STARDOM: HOLLYWOOD,Glu,3.4.0,$0.00 ,4.41,78453,Medium Maturity,Adventure,1000000,5000000,4/22/14,12,26,https://play.google.com/store/apps/details?id=com.glu.stardomng
376,Doctor Who: Legacy,Tiny Rebel Games,2.1,$0.00 ,4.29,22431,Everyone,Puzzle,500000,1000000,4/29/14,-60,,https://play.google.com/store/apps/details?id=com.tinyrebel.doctorwholegacy
377,Angry Birds Rio,Rovio Mobile Ltd.,2.1.0,$0.00 ,4.44,1116491,Low Maturity,Arcade,100000000,500000000,4/10/14,-1,5,https://play.google.com/store/apps/details?id=com.rovio.angrybirdsrio
378,The Amazing Spider-Man,Gameloft,Varies with device,$6.99 ,3.91,66027,Medium Maturity,Action,500000,1000000,1/6/14,5,-11,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftAMHM
379,Truck GPS Route Navigation,TeleType,2.1.35.3,$0.00 ,4.28,1004,Low Maturity,Transportation,100000,500000,4/30/14,-12,-38,https://play.google.com/store/apps/details?id=com.teletype.smarttruckroute
380,Dynasty Warlord,GAMEVIL,1.0.5,$0.00 ,4.06,15385,Medium Maturity,Strategy,100000,500000,4/10/14,-25,4,https://play.google.com/store/apps/details?id=com.gamevil.dynastywarlord.global
381,SuperGNES (SNES Emulator),Neutron Emulation,Varies with device,$3.99 ,4.35,17460,Everyone,Arcade,500000,1000000,4/28/14,5,24,https://play.google.com/store/apps/details?id=com.bubblezapgames.supergnes
382,Shall we date?: MySweetPrince+,NTT Solmare Corp.,1.2.0,$0.00 ,4.25,11336,Medium Maturity,Adventure,100000,500000,2/16/14,-5,12,https://play.google.com/store/apps/details?id=com.nttsolmare.game.android.msp
383,PokerStars Lite - Free Poker,Mediaplay Limited,1.24.1.445,$0.00 ,4.48,72696,Medium Maturity,Card,1000000,5000000,4/23/14,1,-13,https://play.google.com/store/apps/details?id=com.pyrsoftware.pokerstars.net
384,Scramble With Friends,Crash Lab Limited,Varies with device,$1.99 ,4.48,32558,Medium Maturity,Word,100000,500000,5/9/14,-9,9,https://play.google.com/store/apps/details?id=com.zynga.scramble.paid
385,Texas Holdem Poker-Poker KinG,Wayger.com,4.2.2,$0.00 ,4.29,11714,Medium Maturity,Card,100000,500000,5/8/14,19,32,https://play.google.com/store/apps/details?id=com.wayger.pokerking
386,Battle Nations,"Z2, Inc",3.5.0,$0.00 ,3.96,10109,Low Maturity,Strategy,100000,500000,3/28/14,6,18,https://play.google.com/store/apps/details?id=com.z2.battlenations.google
387,Grand Theft Auto III,"Rockstar Games, Inc.",Varies with device,$4.99 ,3.69,54098,High Maturity,Action,1000000,5000000,10/14/13,-1,1,https://play.google.com/store/apps/details?id=com.rockstar.gta3
388,Call of Duty Black Ops Zombies,Glu,Varies with device,$6.99 ,4.05,19106,High Maturity,Action,100000,500000,12/29/13,-1,-14,https://play.google.com/store/apps/details?id=com.atv.blackops
389,Big Business Deluxe,GIGL,1.12.1,$0.00 ,4.44,55345,Everyone,Simulation,500000,1000000,4/24/14,-15,29,https://play.google.com/store/apps/details?id=com.gameinsight.bbdeluxe
390,Chaos Fighters,Coco Directouch,3.2,$0.00 ,4.14,455,Medium Maturity,Adventure,10000,50000,4/30/14,-48,,https://play.google.com/store/apps/details?id=com.gp.chaosfightersUS
391,Slots Romance: NEW SLOTS GAME,Slots Romance,1.124,$0.00 ,4.62,1649,Low Maturity,Casino,10000,50000,4/29/14,14,,https://play.google.com/store/apps/details?id=com.slotsromance.slots.android.free
392,Monsterama Planet,"Kiwi, Inc.",Varies with device,$0.00 ,4.34,29481,Everyone,Simulation,1000000,5000000,5/7/14,37,82,https://play.google.com/store/apps/details?id=com.kiwi.monsterplanet
393,Shall we date?: Mononoke Kiss+,NTT Solmare Corp.,1.0.0,$0.00 ,4.48,3574,Medium Maturity,Adventure,50000,100000,3/31/14,22,19,https://play.google.com/store/apps/details?id=com.nttsolmare.game.android.mkp
